Store_Name,Longitude,Latitude,Address,Address Line #2,City,State,Zip5,Zip4,County,
"Sprouts Farmers Market 230",-121.4063,38.421837,"8211 Laguna Blvd","","Elk Grove","CA","95758","7962","SACRAMENTO" 
"Sprouts Farmers Market 231",-117.26048,32.996033,"659 Lomas Santa Fe Dr","","Solana Beach","CA","92075","1412","SAN DIEGO" 
"Sprouts Farmers Market 232",-117.21404,32.850906,"3358 Governor Dr","","San Diego","CA","92122","2925","SAN DIEGO" 
"Sprouts Farmers Market 233",-117.03062,32.740578,"3205 Lemon Grove Ave","","Lemon Grove","CA","91945","2537","SAN DIEGO" 
"Sprouts Farmers Market 234",-117.18492,32.823826,"4439 Genesee Ave","","San Diego","CA","92117","3005","SAN DIEGO" 
"Sprouts Farmers Market 235",-116.9716,33.727264,"1295 S State St","","Hemet","CA","92543","7976","RIVERSIDE" 
"Sprouts Farmers Market 236",-118.31789,34.187496,"1011 N San Fernando Blvd","","Burbank","CA","91504","4329","LOS ANGELES" 
"Sprouts Farmers Market 237",-117.70782,33.567722,"27271 La Paz Rd","","Laguna Niguel","CA","92677","3624","ORANGE" 
"Sprouts Farmers Market 238",-117.82866,33.888344,"17482 Yorba Linda Blvd","","Yorba Linda","CA","92886","","ORANGE" 
"Sprouts Farmers Market 239",-117.32574,33.175804,"2618 El Camino Real","","Carlsbad","CA","92008","","SAN DIEGO" 
"Sprouts Farmers Market 240",-117.9192,33.681931,"3030 Harbor Blvd","","Costa Mesa","CA","92626","","ORANGE" 
"Sprouts Farmers Market 241",-117.72742,34.001686,"3630 Grand Ave","","Chino Hills","CA","91709","1474","SAN BERNARDINO" 
"Sprouts Farmers Market 242",-117.64601,33.652653,"27765 Santa Margarita Pkwy","","Mission Viejo","CA","92691","6652","ORANGE" 
"Sprouts Farmers Market 243",-117.57077,33.856472,"120 W Ontario Ave","","Corona","CA","92882","5215","RIVERSIDE" 
"Sprouts Farmers Market 244",-117.92444,33.857147,"1447 S Harbor Blvd","","Fullerton","CA","92832","3011","ORANGE" 
"Sprouts Farmers Market 245",-117.53676,34.12019,"7355 Day Creek Blvd","","Rancho Cucamonga","CA","91739","8014","SAN BERNARDINO" 
"Sprouts Farmers Market 246",-116.28533,33.708206,"79050 Highway 111","","La Quinta","CA","92253","2482","RIVERSIDE" 
"Sprouts Farmers Market 247",-117.23798,33.075924,"3243 Camino de Los Coches","","Carlsbad","CA","92009","8966","SAN DIEGO" 
"Sprouts Farmers Market 248",-117.09184,33.482693,"32413 Temecula Pkwy","Ste 300","Temecula","CA","92592","6819","RIVERSIDE" 
"Sprouts Farmers Market 249",-117.05902,33.001541,"15727 Bernardo Heights Pkwy","","San Diego","CA","92128","3181","SAN DIEGO" 
"Sprouts Farmers Market 250",-117.2907,33.246056,"471 College Blvd","","Oceanside","CA","92057","5435","SAN DIEGO" 
"Sprouts Farmers Market 251",-117.14413,33.540707,"39606 Winchester Rd","","Temecula","CA","92591","3550","RIVERSIDE" 
"Sprouts Farmers Market 252",-118.3091,33.750385,"820 N Western Ave","","San Pedro","CA","90732","2426","LOS ANGELES" 
"Sprouts Farmers Market 253",-117.08009,33.107746,"510 W 13th Ave","","Escondido","CA","92025","5699","SAN DIEGO" 
"Sprouts Farmers Market 254",-116.99344,32.838585,"9361 Mission Gorge Rd","","Santee","CA","92071","3815","SAN DIEGO" 
"Save N Go",-119.61066,36.57655,"2904 Mccall Ave","","Selma","CA","93662","2833","FRESNO" 
"Sprouts Farmers Market 255",-118.6025,34.168476,"21821 Ventura Blvd","","Woodland Hills","CA","91364","1838","LOS ANGELES" 
"Sprouts Farmers Market 256",-117.79321,33.723152,"3011 El Camino Real","","Tustin","CA","92782","8905","ORANGE" 
"Sprouts Farmers Market 257",-118.00802,34.140251,"400 W Huntington Dr","","Monrovia","CA","91016","3202","LOS ANGELES" 
"Payless Market",-118.30892,33.990089,"5714 S Western Ave","","Los Angeles","CA","90062","2713","LOS ANGELES" 
"7-eleven Store 33557",-118.71826,34.279041,"3998 Cochran St.","","Simi Valley","CA","93063","2377","VENTURA" 
"7-Eleven 25115B",-120.6605,35.29118,"552 California Blvd","","San Luis Obispo","CA","93405","1905","SAN LUIS OBISPO" 
"Acapulco Meat Market",-117.99314,33.790291,"11857 Beach Blvd","","Stanton","CA","90680","3612","ORANGE" 
"7-Eleven 13900",-119.72269,34.401665,"1909 Cliff Dr","","Santa Barbara","CA","93109","1503","SANTA BARBARA" 
"7-eleven Store 25473",-120.65611,35.477203,"8000 El Camino Real","","Atascadero","CA","93422","5212","SAN LUIS OBISPO" 
"Kristi's Korner",-117.41753,33.64658,"32692 Ortega Hwy","","Lake Elsinore","CA","92530","6561","RIVERSIDE" 
"Fast And Easy Mart 101",-120.9939,37.664001,"1400 Mchenry Ave","","Modesto","CA","95350","4527","STANISLAUS" 
"98 Cent + Store",-117.23496,34.13821,"2388 Arden Ave","Ste G","San Bernardino","CA","92404","7529","SAN BERNARDINO" 
"Dollar Tree 4593",-122.7356,38.476906,"3589 Industrial Dr","","Santa Rosa","CA","95403","2012","SONOMA" 
"Dollar Tree 4613",-120.76959,37.638172,"12118 Yosemite Blvd","Ste 7","Waterford","CA","95386","","STANISLAUS" 
"Dollar Tree 4605",-117.62361,33.871246,"2751 Green River Rd","","Corona","CA","92882","7425","RIVERSIDE" 
"7-Eleven 13563",-117.12966,32.583885,"197 Palm Ave","","Imperial Beach","CA","91932","1016","SAN DIEGO" 
"Mollie Stones Market 9",-122.43642,37.760773,"4201 18th St","","San Francisco","CA","94114","2409","SAN FRANCISCO" 
"Carniceria El Milagro",-118.1792,33.960285,"8070 Wilcox Ave","","Bell Gardens","CA","90201","5204","LOS ANGELES" 
"7-ELEVEN 17210 C",-117.79452,34.122433,"660 E Foothill Blvd","","San Dimas","CA","91773","1207","LOS ANGELES" 
"Odessa Grocery",-118.3974,34.164944,"12129 Magnolia Blvd","","Valley Village","CA","91607","2609","LOS ANGELES" 
"Spikes Bakery 2",-117.32507,34.136173,"1708 W Highland Ave","","San Bernardino","CA","92411","1126","SAN BERNARDINO" 
"Boa Vista Orchards",-120.71526,38.738441,"2952 Carson Rd","","Placerville","CA","95667","5113","EL DORADO" 
"7-Eleven 39462A",-117.90401,33.874138,"1301 E Chapman Ave","","Fullerton","CA","92831","3909","ORANGE" 
"Oasis Food Market",-118.97433,35.377995,"1731 Niles St","","Bakersfield","CA","93305","4907","KERN" 
"Yushin Enterprise Inc",-118.25486,34.047413,"619 1/2 S Olive St","","Los Angeles","CA","90014","1603","LOS ANGELES" 
"Redlands Chevron",-117.18045,34.062553,"120 The Terrace","","Redlands","CA","92374","3374","SAN BERNARDINO" 
"Amigo's Market",-118.22357,33.946198,"2703 Tweedy Blvd","","South Gate","CA","90280","5537","LOS ANGELES" 
"Downtown San Rafael Farmers' Market Festival",-122.5179,37.977985,"31 Watt Ave","","San Rafael","CA","94901","2246","MARIN" 
"Gs Market",-122.77107,38.49649,"1150 River Road","","Fulton","CA","95439","","SONOMA" 
"SRH Food and Gas Mart",-121.27728,37.940479,"749 E Charter Way","","Stockton","CA","95206","1537","SAN JOAQUIN" 
"Raymond's Liquor",-119.19392,34.154724,"480 E Pleasant Valley Rd","","Port Hueneme","CA","93041","2634","VENTURA" 
"Red Front Store",-124.2624,40.577682,"577 Main St","","Ferndale","CA","95536","","HUMBOLDT" 
"Arco Marina 83087",-122.03136,38.245365,"299 Marina Blvd","","Suisun City","CA","94585","2748","SOLANO" 
"Nestor Liquor",-117.08412,32.575729,"1134 Hollister St","","San Diego","CA","92154","3101","SAN DIEGO" 
"Redding Service Station Arco 82568",-122.35353,40.577877,"2010 Churn Creek Rd","","Redding","CA","96002","0745","SHASTA" 
"7-eleven 14265G",-121.92284,37.275753,"1880 Curtner Ave","","San Jose","CA","95124","1111","SANTA CLARA" 
"El Rey Market 3",-121.61221,36.676735,"323 Williams Rd","","Salinas","CA","93905","2920","MONTEREY" 
"Sprouts Farmers Market 222",-118.35275,33.867809,"1515 Hawthorne Blvd","","Redondo Beach","CA","90278","3924","LOS ANGELES" 
"Mother's Nutritional Center 0225",-117.14693,32.701881,"1793 National Ave","","San Diego","CA","92113","1010","SAN DIEGO" 
"Mart Liquor",-117.0099,32.769814,"8695 La Mesa Blvd","","La Mesa","CA","91942","","SAN DIEGO" 
"Baby Nutritional Care 106",-121.55774,37.011906,"7500 Arroyo Cir","Ste 130","Gilroy","CA","95020","7324","SANTA CLARA" 
"Bybys Bakery",-118.19511,33.850071,"5173 Long Beach Blvd","","Long Beach","CA","90805","6342","LOS ANGELES" 
"Family Fish Market",-117.30721,34.522369,"14928 7th St","Ste C","Victorville","CA","92395","4021","SAN BERNARDINO" 
"Hop Hing Ginseng & Company",-122.40815,37.795193,"1027 Stockton St","","San Francisco","CA","94108","1109","SAN FRANCISCO" 
"Lunardi's Market 10",-121.93471,37.273472,"2666 S Bascom Ave","","San Jose","CA","95124","1499","SANTA CLARA" 
"Temecula 76",-117.15344,33.499317,"28903 Rancho California Rd","","Temecula","CA","92590","1867","RIVERSIDE" 
"Papillon French Bakery 1",-118.2578,34.133202,"1100 S Central Ave","Ste F","Glendale","CA","91204","3900","LOS ANGELES" 
"Hesperia Gas & Mart",-117.32488,34.470585,"15515 Bear Valley Rd","","Hesperia","CA","92345","1761","SAN BERNARDINO" 
"Reservoir Mart 82680",-117.7315,34.026871,"2488 S Reservoir St","","Pomona","CA","91766","6412","LOS ANGELES" 
"Edison Texaco Mini Mart",-118.91363,35.358112,"8101 Edison Hwy","","Bakersfield","CA","93307","9173","KERN" 
"Bobs Discount Liquor 7",-122.06887,37.589363,"32154 Alvarado Blvd","","Union City","CA","94587","4000","ALAMEDA" 
"Arco AM/PM",-118.04628,33.917076,"13411 Imperial Hwy","","Whittier","CA","90605","4236","LOS ANGELES" 
"CIRCLE K 0514",-117.48822,34.062824,"14527 Slover Ave","","Fontana","CA","92337","7157","SAN BERNARDINO" 
"CIRCLE K 1443",-115.52385,32.730694,"115 E Main St","","Heber","CA","92249","9702","IMPERIAL" 
"CIRCLE K 2971",-117.02378,32.978092,"14147 Twin Peaks Rd","","Poway","CA","92064","3041","SAN DIEGO" 
"CIRCLE K 2981",-116.92386,32.873764,"12320 Willow Rd","","Lakeside","CA","92040","1427","SAN DIEGO" 
"CIRCLE K 5091",-117.50558,34.016659,"10255 Mission Blvd","","Glen Avon","CA","92509","","RIVERSIDE" 
"CIRCLE K 5190",-117.33838,34.470463,"14921 Bear Valley Rd","","Hesperia","CA","92345","1652","SAN BERNARDINO" 
"MY GOODS MARKET 5191",-122.19714,37.736343,"449 Hegenberger Rd","","Oakland","CA","94621","1417","ALAMEDA" 
"CIRCLE K 5204",-117.52328,33.9758,"6190 Etiwanda Ave","","Mira Loma","CA","91752","2264","RIVERSIDE" 
"MY GOODS MARKET 5213",-117.10714,33.146992,"1061 El Norte Pkwy","","Escondido","CA","92026","","SAN DIEGO" 
"MY GOODS MARKET 5216",-117.59346,34.121742,"7287 Archibald Ave","","Rancho Cucamonga","CA","91701","6404","SAN BERNARDINO" 
"MY GOODS MARKET 5217",-118.01114,33.78064,"12512 Knott St","","Garden Grove","CA","92841","3932","ORANGE" 
"MY GOODS MARKET 5232",-117.61624,34.131802,"6760 Carnelian St","","Rancho Cucamonga","CA","91701","4557","SAN BERNARDINO" 
"CIRCLE K 5240",-117.29414,34.146561,"3008 N E St","","San Bernardino","CA","92405","2614","SAN BERNARDINO" 
"CIRCLE K 5246",-117.29655,33.185715,"3350 College Blvd","","Oceanside","CA","92056","4516","SAN DIEGO" 
"CIRCLE K 5248",-117.49409,33.898563,"3950 Pierce St","","Riverside","CA","92505","","RIVERSIDE" 
"MY GOODS MARKET 5250",-117.16486,33.141056,"190 W San Marcos Blvd","","San Marcos","CA","92069","2933","SAN DIEGO" 
"MY GOODS MARKET 5421",-121.39243,38.7145,"8001 Watt Ave","","Antelope","CA","95843","9791","SACRAMENTO" 
"MY GOODS MARKET 5424",-121.27237,38.664028,"7899 Madison Ave","","Citrus Heights","CA","95610","7601","SACRAMENTO" 
"MY GOODS MARKET 5432",-121.26539,38.781765,"6700 Five Star Blvd","","Rocklin","CA","95677","2673","PLACER" 
"MY GOODS MARKET 5435",-121.41477,38.574154,"2200 Fair Oaks Blvd","","Sacramento","CA","95825","5502","SACRAMENTO" 
"MY GOODS MARKET 5436",-121.46865,38.566319,"3031 P St","","Sacramento","CA","95816","6523","SACRAMENTO" 
"MY GOODS MARKET 5442",-121.77631,37.226555,"7022 Santa Teresa Blvd","","San Jose","CA","95139","1346","SANTA CLARA" 
"MY GOODS MARKET 5446",-121.3156,37.969387,"1403 Country Club Blvd","","Stockton","CA","95204","4910","SAN JOAQUIN" 
"MY GOODS MARKET 5447",-121.29545,38.021023,"1469 E Hammer Ln","","Stockton","CA","95210","3026","SAN JOAQUIN" 
"MY GOODS MARKET 5519",-121.38362,38.574013,"3480 Fair Oaks Blvd","","Sacramento","CA","95864","5732","SACRAMENTO" 
"Hemet East Center",-116.90135,33.74786,"43510 State Highway 74","","Hemet","CA","92544","5209","RIVERSIDE" 
"Dry Creek AM/PM",-121.10217,38.956657,"11911 Dry Creek Rd","","Auburn","CA","95602","9370","PLACER" 
"MY GOODS MARKET 5614",-118.12529,33.878181,"17101 Bellflower Blvd","","Bellflower","CA","90706","5923","LOS ANGELES" 
"Santee Certified Farmer's Market, Inc.",-116.99921,32.852978,"9608 Carlton Hills Blvd","","Santee","CA","92071","1414","SAN DIEGO" 
"MY GOODS MARKET 5666",-118.01877,33.758934,"6322 Westminster Blvd","","Westminster","CA","92683","3616","ORANGE" 
"MY GOODS MARKET 5669",-117.89445,33.727238,"1913 W Edinger Ave","","Santa Ana","CA","92704","4101","ORANGE" 
"MY GOODS MARKET 5696",-119.19438,34.175697,"1445 W Channel Islands Blvd","","Oxnard","CA","93033","4201","VENTURA" 
"CIRCLE K 5699",-116.5791,33.855915,"19995 N Indian Ave","","Palm Springs","CA","92262","","RIVERSIDE" 
"MY GOODS MARKET 5703",-117.08207,33.024387,"17011 W Bernardo Dr","","San Diego","CA","92127","1457","SAN DIEGO" 
"CIRCLE K 5736",-117.59307,34.02776,"2525 S Archibald Ave","","Ontario","CA","91761","6510","SAN BERNARDINO" 
"CIRCLE K 5737",-117.36372,34.470436,"13724 Bear Valley Rd","","Victorville","CA","92392","8713","SAN BERNARDINO" 
"MY GOODS MARKET 5742",-117.71153,33.489323,"32611 Niguel Rd","","Dana Point","CA","92629","4000","ORANGE" 
"CIRCLE K 5793",-117.20592,33.567387,"41010 California Oaks Rd","","Murrieta","CA","92562","5749","RIVERSIDE" 
"CIRCLE K 7953",-117.01071,32.706409,"481 Sweetwater Rd","","Spring Valley","CA","91977","5602","SAN DIEGO" 
"CIRCLE K 7961",-116.77874,32.837788,"1666 Alpine Blvd","","Alpine","CA","91901","2103","SAN DIEGO" 
"CIRCLE K 7963",-117.57133,34.42627,"4125 Phelan Rd","","Phelan","CA","92371","3902","SAN BERNARDINO" 
"CIRCLE K 7964",-117.00535,32.773178,"8899 La Mesa Blvd","","La Mesa","CA","91942","5439","SAN DIEGO" 
"MY GOODS MARKET 7968",-121.42691,38.474152,"6500 Mack Rd","","Sacramento","CA","95823","4614","SACRAMENTO" 
"7-eleven Store 39485",-117.98442,33.817471,"2796 W Ball Rd","","Anaheim","CA","92804","5043","ORANGE" 
"Mi Fiesta Market 4",-119.68681,34.42495,"728 E Haley St","","Santa Barbara","CA","93103","3111","SANTA BARBARA" 
"El Super 23",-117.88534,33.713963,"2445 S Bristol St","","Santa Ana","CA","92704","5722","ORANGE" 
"Tuolumne Village Certified Farmers Market",-120.2387,37.961266,"18640 Main St","","Tuolumne","CA","95379","9686","TUOLUMNE" 
"Market El Tigre",-117.32063,34.07679,"1102 N 9th St","","Colton","CA","92324","2442","SAN BERNARDINO" 
"New U Save Discount Store",-118.33514,34.030159,"2829 Crenshaw Blvd","","Los Angeles","CA","90016","3603","LOS ANGELES" 
"Dos Cunados Market",-121.89299,38.007149,"3105 Railroad Ave","Ste A1","Pittsburg","CA","94565","5215","CONTRA COSTA" 
"Claudias Bakery",-117.298,34.121311,"685 W Base Line St","Ste I","San Bernardino","CA","92410","2847","SAN BERNARDINO" 
"Cervantes Chevron Food Mart",-118.25794,34.027817,"650 E Washington Blvd","","Los Angeles","CA","90015","3777","LOS ANGELES" 
"Liquor Plus",-117.51201,34.121307,"13451 Baseline Ave","","Fontana","CA","92336","","SAN BERNARDINO" 
"Quick Food Store",-119.80883,36.750397,"249 E Belmont Ave","","Fresno","CA","93701","1406","FRESNO" 
"MY GOODS MARKET 7237",-120.93687,38.661156,"4047 S Shingle Rd","","Shingle Springs","CA","95682","7556","EL DORADO" 
"Gerber & French Chevron",-121.38985,38.481716,"8501 Gerber Rd","","Sacramento","CA","95828","4705","SACRAMENTO" 
"Liberty Deli Market",-122.4082,37.66058,"812 Linden Ave","","South San Francisco","CA","94080","2865","SAN MATEO" 
"Price Cutter Market",-121.39271,38.588657,"3033 Hurley Way","Ste 106","Sacramento","CA","95864","3702","SACRAMENTO" 
"Crown Empire Liquor & Market",-118.01176,33.788387,"6951 Chapman Ave","","Garden Grove","CA","92845","1430","ORANGE" 
"Sprouts Farmers Market 220",-118.82829,34.15303,"1012 S Westlake Blvd","","Westlake Village","CA","91361","3107","VENTURA" 
"Mjm Vallejo Mini-mart,inc. 82638",-118.04638,33.936123,"10717 Carmenita Rd","","Whittier","CA","90605","3235","LOS ANGELES" 
"Mjm Vallejo Mini-mart,inc. 82379",-118.15128,33.88168,"16804 Downey Ave","","Paramount","CA","90723","5601","LOS ANGELES" 
"Rjm Vallejo Mini Mart,inc 83004",-118.03799,33.858654,"5472 Orangethorpe Ave","","La Palma","CA","90623","1005","ORANGE" 
"International Food King",-122.17512,37.750835,"8824 International Blvd","","Oakland","CA","94621","1198","ALAMEDA" 
"Choice Food Market",-120.50035,37.297184,"836 T St","","Merced","CA","95341","5756","MERCED" 
"Gonzalez Produce",-121.88682,37.362923,"1590 Berryessa Rd","# 136","San Jose","CA","95133","","SANTA CLARA" 
"7-eleven Store 17635",-118.26877,34.089039,"1647 Silver Lake Blvd","","Los Angeles","CA","90026","1310","LOS ANGELES" 
"Bob's Liquor",-118.5106,34.208439,"17315 Saticoy St","","Northridge","CA","91325","4527","LOS ANGELES" 
"D & S Gas And Mini Mart",-120.2494,37.2309,"3853 Santa Fe Ave","","Le Grand","CA","95333","9607","MERCED" 
"Speedy Mart",-119.69012,34.429855,"826 N Milpas St","","Santa Barbara","CA","93103","3031","SANTA BARBARA" 
"Filipinas Asian/Mexican Market",-121.84321,36.613556,"1760 Fremont Blvd","Ste H3","Seaside","CA","93955","3615","MONTEREY" 
"New Raja Enterprises 253791",-122.10635,37.666409,"391 W A St","","Hayward","CA","94541","4838","ALAMEDA" 
"Fast N Esy 12",-120.61395,37.361008,"2775 Winton Way","","Atwater","CA","95301","2128","MERCED" 
"Billy's Market & Deli",-121.49828,38.582752,"600 I St","Ste 115","Sacramento","CA","95814","2421","SACRAMENTO" 
"Circle K 2720712",-120.85994,37.063316,"547 W I St","","Los Banos","CA","93635","3474","MERCED" 
"Rocklin AM/PM",-121.22066,38.788433,"4500 Rocklin Rd","","Rocklin","CA","95677","3300","PLACER" 
"Reliance Gas",-121.83797,39.741383,"1101 Mangrove Ave","","Chico","CA","95926","3525","BUTTE" 
"Jay's Shell",-118.01457,34.140339,"705 W Huntington Dr","","Monrovia","CA","91016","3103","LOS ANGELES" 
"Oso Freeway Union 76",-117.67105,33.580002,"26282 Oso Pkwy","","Mission Viejo","CA","92691","5640","ORANGE" 
"Johnny Quik Food Store 157",-119.69987,36.70805,"2593 S Clovis Ave","","Fresno","CA","93727","6310","FRESNO" 
"Harrods Market",-119.64471,36.325699,"110 E 6th St","","Hanford","CA","93230","4640","KINGS" 
"Liquor Locker",-122.40847,37.617229,"185 El Camino Real","","San Bruno","CA","94066","5426","SAN MATEO" 
"Quick Korner",-117.8531,33.780899,"481 S Glassell St","","Orange","CA","92866","1905","ORANGE" 
"Arco Ampm 82436",-120.6162,37.342979,"1615 Bell Drive","","Atwater","CA","95301","","MERCED" 
"Belle Porte Mini Mart",-118.30125,33.794674,"25305 Belle Porte Ave","","Harbor City","CA","90710","2819","LOS ANGELES" 
"Smart & Final 598",-118.11661,33.835339,"4237 Woodruff Ave","","Lakewood","CA","90713","3142","LOS ANGELES" 
"Dinos Market",-122.71821,38.863216,"10336 Loch Lomond Rd","","Middletown","CA","95461","9500","LAKE" 
"Sun Valley Market",-122.48574,37.613659,"230 Reina del Mar Ave","","Pacifica","CA","94044","3051","SAN MATEO" 
"Coronado Valero Gas & More",-117.08454,32.576508,"2290 Coronado Ave","","San Diego","CA","92154","2023","SAN DIEGO" 
"Whole Foods Market 10349",-122.11688,37.892277,"3502 Mt Diablo Blvd","","Lafayette","CA","94549","","CONTRA COSTA" 
"7-Eleven 23409",-115.49857,32.667519,"904 S Imperial Ave","","Calexico","CA","92231","3125","IMPERIAL" 
"Riverdale Liquor",-119.86009,36.430809,"3428 W Mount Whitney Ave","","Riverdale","CA","93656","","FRESNO" 
"Denio's Farmers Market",-121.30513,38.743916,"1551 Vineyard Rd","","Roseville","CA","95678","2000","PLACER" 
"State Chevron",-116.97158,33.72897,"1101 S State St","","Hemet","CA","92543","7635","RIVERSIDE" 
"Superior Grocers 138",-119.17764,34.176559,"2401 Saviers Rd","","Oxnard","CA","93033","4598","VENTURA" 
"Village Farmers Market Association",-120.4722,34.713821,"Mesa Blvd. & Constellation","","Lompoc","CA","93436","1001","SANTA BARBARA" 
"Stars & Stripes Mart",-117.23013,32.722038,"2907 Shelter Island Dr","Ste 111","San Diego","CA","92106","2744","SAN DIEGO" 
"Bouquet Plaza Liquor",-118.49593,34.453114,"28200 Bouquet Canyon Rd","Ste Q","Santa Clarita","CA","91350","1457","LOS ANGELES" 
"Redwood City Martco",-122.23787,37.488667,"602 El Camino Real","","Redwood City","CA","94063","1318","SAN MATEO" 
"West Torrance 76",-118.37019,33.858208,"5404 W 190th St","","Torrance","CA","90503","1008","LOS ANGELES" 
"7-Eleven 17326 G",-120.85978,37.761257,"1138 W F St","","Oakdale","CA","95361","3634","STANISLAUS" 
"7-Eleven 23866 E",-121.9502,37.329781,"780 N Winchester Blvd","","San Jose","CA","95128","1537","SANTA CLARA" 
"Rainbow Farms Market",-116.86376,32.810642,"1335 La Cresta Blvd","","El Cajon","CA","92021","4077","SAN DIEGO" 
"Carniceria Juanita",-122.73151,38.429207,"1031 Sebastopol Rd","","Santa Rosa","CA","95407","6831","SONOMA" 
"Arco AM/PM 82548",-118.07204,33.83905,"20940 Norwalk Blvd","","Lakewood","CA","90715","1546","LOS ANGELES" 
"Jack's Market",-121.89353,39.074059,"40 2nd Street","","Grimes","CA","95950","","COLUSA" 
"North Oaks Market & Liquor",-118.86023,34.215366,"1086 E Avenida de Los Arboles","","Thousand Oaks","CA","91360","4709","VENTURA" 
"Kelseyville Food Center",-122.83802,38.977833,"3985 Main St","","Kelseyville","CA","95451","7424","LAKE" 
"Little Maya Bakery",-122.24854,38.115856,"985 Broadway St","","Vallejo","CA","94590","3222","SOLANO" 
"Dhillons Folsom Shell",-121.18214,38.655827,"13397 Folsom Blvd","","Folsom","CA","95630","8006","SACRAMENTO" 
"Dollar Tree 4575",-118.08109,33.873161,"11837 Artesia Blvd","","Artesia","CA","90701","4002","LOS ANGELES" 
"Dollar Tree 4621",-117.94931,34.045086,"1381 N Hacienda Blvd","","La Puente","CA","91744","1611","LOS ANGELES" 
"D & D Karabakh",-119.774,36.815735,"777 E Barstow Ave","Ste D","Fresno","CA","93710","6238","FRESNO" 
"Muang Lao Market",-117.09372,32.704613,"110 47th St","","San Diego","CA","92102","4810","SAN DIEGO" 
"Super Stop Travel Center",-115.55538,32.771229,"550 Wake Ave","","El Centro","CA","92243","9721","IMPERIAL" 
"Pan De Vida Bakery",-118.08788,34.580105,"2260 E Palmdale Blvd","Ste C","Palmdale","CA","93550","1324","LOS ANGELES" 
"Crossroad Liquor & Deli",-120.64992,35.261181,"3211 Broad St","Ste 101","San Luis Obispo","CA","93401","6770","SAN LUIS OBISPO" 
"Last Chance Liquor",-120.57581,35.124786,"320 E Branch St","","Arroyo Grande","CA","93420","2706","SAN LUIS OBISPO" 
"Market Spot",-122.26434,37.774796,"1200 Lincoln Ave","","Alameda","CA","94501","2326","ALAMEDA" 
"Arco AM/PM Mini Market",-118.13077,34.675018,"111 W Avenue K","","Lancaster","CA","93534","6007","LOS ANGELES" 
"Casa De Oro Liqour",-116.98671,32.747932,"9727 Campo Rd","","Spring Valley","CA","91977","1416","SAN DIEGO" 
"Hornbrook Chevron",-122.56305,41.901264,"114 Copco Rd","","Hornbrook","CA","96044","","SISKIYOU" 
"Sprouts Farmers Market 221",-121.9305,37.708691,"7153 Amador Plaza Rd","","Dublin","CA","94568","2317","ALAMEDA" 
"7-Eleven 19059",-118.05727,34.089516,"4800 N Temple City","","Temple City","CA","91780","","LOS ANGELES" 
"Tia Market",-117.88457,33.734489,"1237 W McFadden Ave","","Santa Ana","CA","92707","1039","ORANGE" 
"Lori Grocery Market",-118.24436,34.145851,"109 S Cedar St","","Glendale","CA","91205","1207","LOS ANGELES" 
"Arco AM/PM 82089",-116.45822,33.786419,"36001 Date Palm Dr","","Cathedral City","CA","92234","1541","RIVERSIDE" 
"Auburn Beacon Valero",-121.0581,38.92416,"13400 Bowman Rd","","Auburn","CA","95603","3102","PLACER" 
"7-Eleven 39558A",-117.45405,34.099331,"16090 Arrow Blvd","","Fontana","CA","92335","3243","SAN BERNARDINO" 
"Malabar Indian Store",-121.162,38.670494,"817 Wales Dr","Ste 1","Folsom","CA","95630","5544","SACRAMENTO" 
"Stater Bros. Markets 168",-117.85049,34.042248,"20677 Amar Rd","","Walnut","CA","91789","5037","LOS ANGELES" 
"Vons 3005",-117.93212,33.6143,"3100 W Balboa Blvd","","Newport Beach","CA","92663","3037","ORANGE" 
"Healthy Families Market",-121.87041,38.008015,"1270 E Leland Rd","Ste 103","Pittsburg","CA","94565","5347","CONTRA COSTA" 
"Savi Ranch Circle-K/76 2638961",-117.74611,33.872726,"945 N Weir Canyon Blvd","","Anaheim","CA","92807","2527","ORANGE" 
"Grangeville Market",-119.70925,36.342617,"14020 Grangeville Blvd","","Hanford","CA","93230","9664","KINGS" 
"Georges Food & Liquor",-122.03417,38.261002,"1744 N Texas St","","Fairfield","CA","94533","3816","SOLANO" 
"CVS Pharmacy 8070",-118.44875,34.221001,"8252 Van Nuys Blvd","#100","Panorama City","CA","91402","4805","LOS ANGELES" 
"H & H Liquor",-117.97208,33.735462,"15492 Magnolia St","","Westminster","CA","92683","6401","ORANGE" 
"Guadalajara Market",-117.29472,34.534569,"15547 7th St","","Victorville","CA","92395","3201","SAN BERNARDINO" 
"7-Eleven 39362",-118.34911,34.185242,"2000 N Hollywood Way","","Burbank","CA","91505","1520","LOS ANGELES" 
"SP Market",-121.28745,37.959053,"541 N Sutter St","","Stockton","CA","95202","2033","SAN JOAQUIN" 
"Produce World",-117.83588,33.818817,"1885 N Tustin St","","Orange","CA","92865","4604","ORANGE" 
"La Hacienda Market 6",-122.40826,37.663013,"249 Hillside Blvd","","South San Francisco","CA","94080","1645","SAN MATEO" 
"Asian Live Seafood",-121.82345,37.319717,"2559 S King Rd","Ste B1","San Jose","CA","95122","4409","SANTA CLARA" 
"Vintage Wine & Liquor",-122.01366,37.971115,"3460 Clayton Rd","","Concord","CA","94519","2422","CONTRA COSTA" 
"Mesa Food & Liquor",-117.01878,32.697277,"8360 Paradise Valley Rd","","Spring Valley","CA","91977","","SAN DIEGO" 
